0.000346,0.09209
0.013316,0.015414
0.003207,0.054706
-0.008618,-0.023877
-0.011861,-0.031888
-0.024068,-0.029027
-0.027501,-0.004041
-0.042188,0.068438
-0.034177,-0.010717
-0.033033,-0.037801
-0.030553,-0.081861
-0.030362,-0.05325
-0.035703,0.002826
-0.040662,-0.033605
-0.02712,-0.062215
-0.036275,0.00397
0.006831,-0.007474
-0.014722,-0.022733
0.001872,0.019801
0.004161,-0.072705
0.016559,0.006831
0.031436,0.086749
0.031245,-0.034749
0.04288,-0.046575
0.059855,-0.00652
0.06119,-0.123822
0.026095,-0.103414
0.030864,0.018275
0.05852,0.026667
0.043834,-0.002706
0.048983,-0.054967
0.026667,0.00645
0.062716,0.042498
-0.020635,0.016177
-0.003659,0.061953
0.018275,0.05852
0.000346,0.08446
-0.02464,0.094378
-0.015103,-0.00385
-0.017583,0.013888
-0.033986,0.104678
-0.038182,0.069201
-0.037801,0.059855
-0.047528,0.108493
-0.053823,0.092852
-0.031507,0.034869
-0.012815,-0.012052
-0.051343,-0.000417
-0.036275,0.009883
-0.037992,-0.069081
-0.024831,-0.095021
-0.013005,0.058711
-0.003469,0.09743
0.011218,-0.026357
0.01694,0.000346
0.029338,0.039828
0.041736,-0.007474
0.046122,-0.109899
0.046122,-0.151288
0.050891,-0.103223
0.037349,-0.059926
0.021327,-0.078618
0.040591,-0.02197
0.087321,0.107158
0.061953,0.061381
0.033152,0.039637
0.046122,0.007594
0.031627,-0.034749
0.026667,-0.005757
0.008929,-0.016248
0.026858,0.035251
-0.012433,0.076449
-0.017774,0.069964
-0.026357,0.033915
-0.052869,0.059092
-0.043332,0.024379
-0.058591,0.024951
-0.052869,0.006259
-0.041616,0.005114
-0.059354,0.005114
-0.047147,-0.000608
-0.044858,-0.040662
-0.014531,-0.020444
-0.036466,-0.060117
-0.026929,-0.024259
-0.022351,0.028384
-0.017964,-0.025975
-3.50E-05,-0.052106
0.018657,-0.001943
0.031817,0.004924
0.030291,0.020755
0.035441,0.021327
0.047839,-0.027501
0.048602,-0.029981
0.060237,-0.048673
0.056994,-0.098073
0.056422,-0.104177
0.049746,-0.100743
0.054706,-0.055921
0.044406,-0.02731
0.056422,0.015033
0.028003,0.038112
0.029147,0.033534
0.020755,0.098765
0.017894,0.121653
-0.031507,0.065387
-0.007665,0.034678
-0.014913,0.05585
-3.70E-02,-3.50E-05
-0.067365,-0.009381
-0.052678,0.007975
-0.048864,0.053752
-0.091397,0.123942
-0.043141,0.054515
-0.049245,0.038875
-0.054204,0.063289
-0.039899,0.023234
-0.046193,-0.048291
-0.035131,-0.06355
0.046504,-0.059354
-0.010907,-0.086248
-0.023305,-0.06622
-0.107228,-0.037801
-0.1387,0.002253
-0.350988,0.00645
1.316798,-0.040471
-0.019872,-0.012815
-1.193082,-0.013196
-0.745427,-0.037992
-1.609075,-0.073087
-1.630246,-0.084149
0.162471,-0.003278
-0.396955,0.046122
-0.960195,0.025714
-0.682675,0.048221
-1.478612,0.04555
0.2792,0.037539
0.630534,0.012362
-0.009954,0.016749
-0.425756,0.030291
0.53078,-0.014341
1.222003,0.009692
1.764834,0.069964
1.538051,0.072825
-0.065267,0.089229
1.344836,0.075686
1.491702,0.057757
-0.825536,-0.021779
-1.73248,-0.06088
0.090182,-0.074994
1.131404,-0.043714
-0.95638,-0.04543
-0.082433,-0.044095
1.419223,-0.030362
1.758731,-0.003278
-0.472676,0.00149
-1.498448,-0.020635
-1.182782,0.011027
0.971377,0.007975
1.066554,-0.049817
0.456965,-0.059926
0.493777,-0.042188
0.505221,-0.013959
-0.526082,-0.072324
-1.28082,-0.025594
