3.631169548	157	400	8
3.831389807	157	400	8
4.097867585	157	400	8
4.27946218	157	400	8
4.474500808	157	400	8
4.604785181	157	400	8
4.808800811	157	400	8
4.930181607	157	400	8
5.176528751	157	400	8
3.539629541	157	400	8
3.646524948	157	400	8
3.807168305	157	400	8
3.992929726	157	400	8
4.184891385	157	400	8
4.297637284	157	400	8
4.538631764	157	400	8
4.578695993	157	400	8
4.636794889	157	400	8
3.552190702	157	400	8
3.69448931	157	400	8
3.92440052	157	400	8
4.173214295	157	400	8
4.296703007	157	400	8
4.396639865	157	400	8
4.598870439	157	400	8
4.666985439	157	400	8
4.802280417	157	400	8
3.624231319	157	400	8
3.675674496	157	400	8
3.917978058	157	400	8
4.120108235	157	400	8
4.316198768	157	400	8
4.479965632	157	400	8
4.762767173	157	400	8
4.907832357	157	400	8
4.948989693	157	400	8
3.02449	157	200	8
3.482574	157	200	8
3.848289	157	200	8
4.174557	157	200	8
4.36783	157	200	8
4.461543	157	200	8
4.559571	157	200	8
4.440298	157	200	8
4.358387	157	200	8
3.192754996	157	200	8
3.630087567	157	200	8
3.689716772	157	200	8
3.84739689	157	200	8
4.246308655	157	200	8
4.413279949	157	200	8
4.575361753	157	200	8
4.877214038	157	200	8
4.917976297	157	200	8
3.195354614	157	200	8
3.690011615	157	200	8
4.201704704	157	200	8
5.330487187	157	200	8
5.896460669	157	200	8
2.807372247	157	100	8
2.749765089	157	100	8
2.857645845	157	100	8
3.126089463	157	100	8
2.770154941	157	100	8
2.77657182	157	100	8
2.889997746	157	100	8
3.231487752	157	100	8
3.235601863	157	100	8
3.539501177	157	100	8
4.120488087	157	100	8
5.254109444	157	100	8
